chr	start	end	replication_time	expression_CCLE	noncoding_mutation_rate
1	62900001	63000000	254	1433595	1.11E-06
1	63000001	63100000	394	269425	1.15E-06
1	63100001	63200000	474	155635	1.86E-06
1	63200001	63300000	426	110337	2.84E-06
1	63300001	63400000	415	87719	2.24E-06
1	63400001	63500000	544	1055	3.72E-06
1	63500001	63600000	621	186	2.17E-06
1	63600001	63700000	625	1892	3.21E-06
1	63700001	63800000	565	22912	3.10E-06
1	63800001	63900000	542	240328	2.11E-06
1	63900001	64000000	477	474225	2.63E-06
1	64000001	64100000	401	324892	1.32E-06
1	64100001	64200000	330	418721	1.95E-06
1	64200001	64300000	200	36547	1.29E-06
1	64300001	64400000	298	33691	2.54E-06
1	64400001	64500000	413	19117	2.11E-06
1	64500001	64600000	492	39846	2.23E-06
1	64600001	64700000	441	147171	2.27E-06
1	64700001	64800000	384	698	2.49E-06
1	64800001	64900000	503	6965	3.17E-06
1	64900001	65000000	587	33487	1.42E-06
1	65000001	65100000	581	57547	1.05E-06
1	65100001	65200000	544	184823	1.67E-06
1	65200001	65300000	456	638400	1.81E-06
1	65300001	65400000	396	1003133	1.27E-06
1	65400001	65500000	249	98710	2.02E-06
1	65500001	65600000	181	49061	1.54E-06
1	65600001	65700000	321	497724	1.93E-06
1	65700001	65800000	351	62673	2.47E-06
1	65800001	65900000	441	722250	2.26E-06
1	65900001	66000000	511	116640	3.19E-06
1	66000001	66100000	528	174506	3.57E-06
1	66100001	66200000	494	31259	3.77E-06
1	66200001	66300000	535	3401	4.09E-06
1	66300001	66400000	596	2528	5.68E-06
1	66400001	66500000	539	19573	3.85E-06
1	66500001	66600000	463	27696	4.90E-06
1	66600001	66700000	410	21604	4.74E-06
1	66700001	66800000	333	45015	2.36E-06
1	66800001	66900000	270	141967	2.20E-06
1	66900001	67000000	395	28122	4.19E-06
1	67000001	67100000	465	16505	4.16E-06
1	67100001	67200000	552	33130	3.02E-06
1	67200001	67300000	601	31926	3.82E-06
1	67300001	67400000	692	128259	2.23E-06
1	67400001	67500000	635	902976	1.48E-06
1	67500001	67600000	673	75271	2.67E-06
1	67600001	67700000	625	25484	2.81E-06
1	67700001	67800000	581	66363	2.35E-06
1	67800001	67900000	466	2838958	2.00E-06
1	67900001	68000000	324	437	3.09E-06
1	68000001	68100000	271	3010	1.40E-06
1	68100001	68200000	182	1628374	2.59E-06
1	68200001	68300000	228	144577	1.05E-06
1	68300001	68400000	345	28722	1.69E-06
1	68400001	68500000	346	32073	1.80E-06
1	68500001	68600000	475	332849	2.50E-06
1	68600001	68700000	524	624330	1.61E-06
1	68700001	68800000	438	6838	3.23E-06
1	68800001	68900000	411	844169	4.46E-06
1	68900001	69000000	477	653822	2.89E-06
1	69000001	69100000	601	3919	4.61E-06
1	69100001	69200000	758	916	7.20E-06
1	69200001	69300000	885	570	5.13E-06
1	69300001	69400000	909	12114	6.09E-06
1	69400001	69500000	929	7066	7.76E-06
1	69500001	69600000	939	2731	7.62E-06
1	69600001	69700000	974	4418	4.74E-06
1	69700001	69800000	994	2270	5.38E-06
1	69800001	69900000	980	3924	7.42E-06
1	69900001	70000000	949	3917	6.19E-06
1	70000001	70100000	935	38620	4.64E-06
1	70100001	70200000	917	26036	4.79E-06
1	70200001	70300000	854	12845	5.26E-06
1	70300001	70400000	695	20301	7.55E-06
1	70400001	70500000	578	28732	5.26E-06
1	70500001	70600000	516	43586	5.07E-06
1	70600001	70700000	492	1527062	2.47E-06
1	70700001	70800000	445	1726095	2.35E-06
1	70800001	70900000	396	303430	1.91E-06
1	70900001	71000000	379	143640	2.92E-06
1	71000001	71100000	431	224	4.68E-06
1	71100001	71200000	566	1268	6.40E-06
1	71200001	71300000	781	1406	8.16E-06
1	71300001	71400000	851	5708	6.21E-06
1	71400001	71500000	870	35440	6.65E-06
1	71500001	71600000	907	1134201	3.75E-06
1	71600001	71700000	955	8044	4.75E-06
1	71700001	71800000	983	9966	3.92E-06
1	71800001	71900000	1009	33533	4.29E-06
1	71900001	72000000	1026	6799	4.52E-06
1	72000001	72100000	1037	8730	5.98E-06
1	72100001	72200000	1058	7100	5.00E-06
1	72200001	72300000	1086	5006	5.70E-06
1	72300001	72400000	1115	4730	5.50E-06
1	72400001	72500000	1081	5878	5.47E-06
1	72500001	72600000	1136	6289	6.35E-06
1	72600001	72700000	1113	11363	5.57E-06
1	72700001	72800000	1050	191320	2.95E-06
1	72800001	72900000	1137	9091	4.49E-06
1	72900001	73000000	1144	5225	5.57E-06
1	73000001	73100000	1113	10208	6.27E-06
1	73100001	73200000	1186	33294	7.53E-06
1	73200001	73300000	1261	11935	8.23E-06
1	73300001	73400000	1252	7618	1.04E-05
1	73400001	73500000	1275	648	9.17E-06
1	73500001	73600000	1320	1779	9.47E-06
1	73600001	73700000	1355	8973	9.06E-06
1	73700001	73800000	1336	17507	9.84E-06
1	73800001	73900000	1323	4199	8.04E-06
1	73900001	74000000	1315	1570	6.08E-06
1	74000001	74100000	1295	1392	5.37E-06
1	74100001	74200000	1270	39	5.76E-06
1	74200001	74300000	1255	429	5.44E-06
1	74300001	74400000	1235	747	6.60E-06
1	74400001	74500000	1215	451	6.53E-06
1	74500001	74600000	1188	907	6.10E-06
1	74600001	74700000	1175	191428	3.42E-06
1	74700001	74800000	1131	5261	4.62E-06
1	74800001	74900000	1135	9527	5.45E-06
1	74900001	75000000	1115	1306	5.57E-06
1	75000001	75100000	1078	12553	7.36E-06
1	75100001	75200000	1070	536148	3.93E-06
1	75200001	75300000	1055	368771	5.12E-06
1	75300001	75400000	1023	1736	7.34E-06
1	75400001	75500000	1002	2651	8.06E-06
1	75500001	75600000	994	15022	8.39E-06
1	75600001	75700000	959	160205	6.75E-06
1	75700001	75800000	935	35650	5.62E-06
1	75800001	75900000	898	23332	8.65E-06
1	75900001	76000000	860	7968	8.29E-06
1	76000001	76100000	750	15178	4.49E-06
1	76100001	76200000	610	196659	6.23E-06
1	76200001	76300000	578	1475358	3.85E-06
1	76300001	76400000	535	11330	5.18E-06
1	76400001	76500000	603	3116	4.42E-06
1	76500001	76600000	730	17577	4.50E-06
1	76600001	76700000	822	15549	4.41E-06
1	76700001	76800000	898	11053	4.74E-06
1	76800001	76900000	942	10110	5.58E-06
1	76900001	77000000	961	10060	5.54E-06
1	77000001	77100000	989	34469	6.02E-06
1	77100001	77200000	987	1571615	5.58E-06
1	77200001	77300000	943	322	6.34E-06
1	77300001	77400000	925	24632	6.17E-06
1	77400001	77500000	834	13023	4.67E-06
1	77500001	77600000	721	1504394	3.94E-06
1	77600001	77700000	673	203813	2.62E-06
1	77700001	77800000	630	33067	2.76E-06
1	77800001	77900000	536	25558	4.40E-06
1	77900001	78000000	409	30255	4.49E-06
1	78000001	78100000	290	687681	2.11E-06
1	78100001	78200000	297	819973	1.69E-06
1	78200001	78300000	192	607716	1.92E-06
1	78300001	78400000	207	318317	1.71E-06
1	78400001	78500000	256	1986245	2.19E-06
1	78500001	78600000	221	92512	2.87E-06
1	78600001	78700000	265	65440	3.10E-06
1	78700001	78800000	423	3782	4.84E-06
1	78800001	78900000	449	1194	3.86E-06
1	78900001	79000000	548	26285	4.59E-06
1	79000001	79100000	671	187888	3.94E-06
1	79100001	79200000	636	526697	4.24E-06
1	79200001	79300000	732	47777	6.20E-06
1	79300001	79400000	854	16467	6.50E-06
1	79400001	79500000	903	8503	6.41E-06
1	79500001	79600000	919	124365	4.61E-06
1	79600001	79700000	903	5687	6.40E-06
1	79700001	79800000	913	1132	6.00E-06
1	79800001	79900000	954	3314	6.92E-06
1	79900001	80000000	1020	11357	7.73E-06
1	80000001	80100000	1051	170	5.46E-06
1	80100001	80200000	1075	2316	6.80E-06
1	80200001	80300000	1095	274	5.52E-06
1	80300001	80400000	1115	387	7.76E-06
1	80400001	80500000	1111	325	6.66E-06
1	80500001	80600000	1155	234	6.83E-06
1	80600001	80700000	1175	188	5.77E-06
1	80700001	80800000	1195	343	6.74E-06
1	80800001	80900000	1215	1063	9.09E-06
1	80900001	81000000	1235	3055	8.75E-06
1	81000001	81100000	NaN	21463	7.17E-06
1	81100001	81200000	1255	2516	6.05E-06
1	81200001	81300000	1275	1014	6.28E-06
1	81300001	81400000	1293	2043	6.52E-06
1	81400001	81500000	1297	1029	6.95E-06
1	81500001	81600000	1319	498	5.26E-06
1	81600001	81700000	1317	1079	4.50E-06
1	81700001	81800000	1305	3864	4.62E-06
1	81800001	81900000	1365	10956	2.77E-06
1	81900001	82000000	1369	56620	3.00E-06
1	82000001	82100000	1345	6300	3.09E-06
1	82100001	82200000	1309	16336	2.97E-06
1	82200001	82300000	1250	50565	3.75E-06
1	82300001	82400000	1204	55380	3.22E-06
1	82400001	82500000	1274	497186	3.41E-06
1	82500001	82600000	1255	1084	5.00E-06
1	82600001	82700000	1235	12646	3.99E-06
1	82700001	82800000	1190	3961	4.66E-06
1	82800001	82900000	NaN	3030	4.86E-06
1	82900001	83000000	1195	1071	4.93E-06
1	83000001	83100000	NaN	681	5.39E-06
1	83100001	83200000	NaN	312	4.68E-06
1	83200001	83300000	NaN	338	4.81E-06
1	83300001	83400000	1175	211	4.28E-06
1	83400001	83500000	1155	48471	4.35E-06
1	83500001	83600000	1094	28639	3.84E-06
1	83600001	83700000	1100	64187	6.00E-06
1	83700001	83800000	NaN	19862	7.05E-06
1	83800001	83900000	1036	18640	9.55E-06
1	83900001	84000000	NaN	10250	4.81E-06
1	84000001	84100000	1059	4160	3.84E-06
1	84100001	84200000	1038	4337	3.46E-06
1	84200001	84300000	1017	6898	1.92E-06
1	84300001	84400000	987	132773	1.73E-06
1	84400001	84500000	957	55745	2.38E-06
1	84500001	84600000	872	100823	1.69E-06
1	84600001	84700000	919	178890	1.66E-06
1	84700001	84800000	882	369871	1.47E-06
1	84800001	84900000	769	28480	1.05E-06
1	84900001	85000000	685	999448	2.16E-06
1	85000001	85100000	585	255598	1.37E-06
1	85100001	85200000	572	484206	1.37E-06
1	85200001	85300000	527	52088	2.86E-06
1	85300001	85400000	614	148509	1.60E-06
1	85400001	85500000	649	253612	2.82E-06
1	85500001	85600000	623	37239	1.95E-06
1	85600001	85700000	468	226282	1.65E-06
1	85700001	85800000	384	1229402	1.73E-06
1	85800001	85900000	274	153251	1.10E-06
1	85900001	86000000	308	192721	2.56E-06
1	86000001	86100000	226	1221942	1.56E-06
1	86100001	86200000	345	514300	2.52E-06
1	86200001	86300000	411	10650	3.48E-06
1	86300001	86400000	510	9463	3.59E-06
1	86400001	86500000	717	3713	3.61E-06
1	86500001	86600000	860	939	3.49E-06
1	86600001	86700000	863	1077	4.44E-06
1	86700001	86800000	913	12708	2.81E-06
1	86800001	86900000	874	403894	2.30E-06
1	86900001	87000000	762	111650	2.54E-06
1	87000001	87100000	692	31333	3.46E-06
1	87100001	87200000	617	312950	1.37E-06
1	87200001	87300000	393	607715	2.32E-06
1	87300001	87400000	372	1216133	1.43E-06
1	87400001	87500000	410	113140	1.29E-06
1	87500001	87600000	515	809023	1.89E-06
1	87600001	87700000	583	8905	1.45E-06
1	87700001	87800000	564	232766	2.34E-06
1	87800001	87900000	521	469849	1.94E-06
1	87900001	88000000	477	5231	2.90E-06
1	88000001	88100000	471	1187	2.66E-06
1	88100001	88200000	503	593	2.66E-06
1	88200001	88300000	454	8772	1.86E-06
1	88300001	88400000	417	358	2.60E-06
1	88400001	88500000	428	388	1.92E-06
1	88500001	88600000	462	509	3.21E-06
1	88600001	88700000	497	584	2.97E-06
1	88700001	88800000	587	1101	2.78E-06
1	88800001	88900000	548	2137	4.43E-06
1	88900001	89000000	603	4544	3.00E-06
1	89000001	89100000	472	4330	2.72E-06
1	89100001	89200000	456	91196	1.70E-06
1	89200001	89300000	444	854500	1.32E-06
1	89300001	89400000	449	456296	1.59E-06
1	89400001	89500000	537	1121843	1.22E-06
1	89500001	89600000	598	891377	2.27E-06
1	89600001	89700000	745	121374	2.30E-06
1	89700001	89800000	834	45776	1.72E-06
1	89800001	89900000	820	48861	2.08E-06
1	89900001	90000000	753	50777	2.01E-06
1	90000001	90100000	647	418609	1.09E-06
1	90100001	90200000	514	276365	1.49E-06
1	90200001	90300000	403	91427	2.04E-06
1	90300001	90400000	257	464149	1.30E-06
1	90400001	90500000	215	900930	1.46E-06
1	90500001	90600000	161	19471	2.75E-06
1	90600001	90700000	389	3529	3.77E-06
1	90700001	90800000	552	13697	3.09E-06
1	90800001	90900000	633	3975	2.85E-06
1	90900001	91000000	774	3178	3.27E-06
1	91000001	91100000	851	2760	4.41E-06
1	91100001	91200000	897	6746	4.44E-06
1	91200001	91300000	883	37035	2.72E-06
1	91300001	91400000	815	278521	2.43E-06
1	91400001	91500000	843	650240	2.65E-06
1	91500001	91600000	769	33380	3.92E-06
1	91600001	91700000	635	825	2.98E-06
1	91700001	91800000	636	18806	4.47E-06
1	91800001	91900000	615	1442942	3.59E-06
1	91900001	92000000	454	418964	3.63E-06
1	92000001	92100000	287	10311	2.23E-06
1	92100001	92200000	173	418996	2.86E-06
1	92200001	92300000	252	51429	1.53E-06
1	92300001	92400000	205	33523	1.60E-06
1	92400001	92500000	135	57316	3.06E-06
1	92500001	92600000	242	94461	1.90E-06
1	92600001	92700000	406	88767	2.54E-06
1	92700001	92800000	524	673487	2.27E-06
1	92800001	92900000	559	382656	2.73E-06
1	92900001	93000000	580	290808	2.28E-06
1	93000001	93100000	502	87945	2.57E-06
1	93100001	93200000	506	108292	1.59E-06
1	93200001	93300000	456	706888	2.54E-06
1	93300001	93400000	274	1917344	1.85E-06
1	93400001	93500000	372	43770	2.01E-06
1	93500001	93600000	392	329001	1.59E-06
1	93600001	93700000	391	1394930	1.71E-06
1	93700001	93800000	412	408257	1.96E-06
1	93800001	93900000	223	1051013	1.71E-06
1	93900001	94000000	169	274929	1.43E-06
1	94000001	94100000	224	1179188	1.14E-06
1	94100001	94200000	173	200709	1.95E-06
1	94200001	94300000	125	213743	1.91E-06
1	94300001	94400000	133	1339590	1.66E-06
1	94400001	94500000	275	38228	2.24E-06
1	94500001	94600000	370	28580	1.09E-06
1	94600001	94700000	401	1232912	1.88E-06
1	94700001	94800000	327	62130	1.35E-06
1	94800001	94900000	292	69206	2.25E-06
1	94900001	95000000	348	1155883	1.13E-06
1	95000001	95100000	258	302860	1.29E-06
1	95100001	95200000	188	77591	1.75E-06
1	95200001	95300000	212	94638	1.64E-06
1	95300001	95400000	274	1308409	1.14E-06
1	95400001	95500000	333	123437	1.28E-06
1	95500001	95600000	425	74742	2.20E-06
1	95600001	95700000	452	225659	2.33E-06
1	95700001	95800000	582	175600	2.73E-06
1	95800001	95900000	644	1493	3.66E-06
1	95900001	96000000	728	3010	4.28E-06
1	96000001	96100000	827	464	3.78E-06
1	96100001	96200000	823	306	3.86E-06
1	96200001	96300000	809	3640	4.25E-06
1	96300001	96400000	865	1183	4.98E-06
1	96400001	96500000	966	1379	4.60E-06
1	96500001	96600000	959	18310	5.22E-06
1	96600001	96700000	896	2314	5.85E-06
1	96700001	96800000	829	14072	5.33E-06
1	96800001	96900000	747	6081	6.41E-06
1	96900001	97000000	709	551454	5.68E-06
1	97000001	97100000	691	4022	5.87E-06
1	97100001	97200000	637	3021435	5.29E-06
1	97200001	97300000	676	546681	1.19E-06
1	97300001	97400000	582	2009	5.85E-06
1	97400001	97500000	532	1292	5.06E-06
1	97500001	97600000	442	85556	4.37E-06
1	97600001	97700000	426	39566	4.05E-06
1	97700001	97800000	479	39001	4.01E-06
1	97800001	97900000	682	44094	2.84E-06
1	97900001	98000000	807	48350	3.80E-06
1	98000001	98100000	800	253747	2.25E-06
1	98100001	98200000	721	84120	3.54E-06
1	98200001	98300000	647	39916	3.22E-06
1	98300001	98400000	553	41365	3.42E-06
1	98400001	98500000	402	48985	3.90E-06
1	98500001	98600000	397	69952	4.60E-06
1	98600001	98700000	456	26075	5.89E-06
1	98700001	98800000	565	20317	4.41E-06
1	98800001	98900000	571	6289	3.65E-06
1	98900001	99000000	609	1588	4.98E-06
1	99000001	99100000	751	1796	5.58E-06
1	99100001	99200000	867	194214	2.64E-06
1	99200001	99300000	903	87971	2.54E-06
1	99300001	99400000	936	6082	4.11E-06
1	99400001	99500000	947	140774	5.33E-06
1	99500001	99600000	921	243	5.89E-06
1	99600001	99700000	922	187	4.24E-06
1	99700001	99800000	868	30447	3.87E-06
1	99800001	99900000	769	3977	5.36E-06
1	99900001	100000000	640	2814	3.88E-06
1	100000001	100100000	561	2341	2.53E-06
1	100100001	100200000	494	209090	2.42E-06
1	100200001	100300000	540	59482	2.33E-06
1	100300001	100400000	595	571376	1.60E-06
1	100400001	100500000	509	569563	1.79E-06
1	100500001	100600000	530	891016	1.45E-06
1	100600001	100700000	518	665684	1.57E-06
1	100700001	100800000	495	532479	2.02E-06
1	100800001	100900000	526	113104	1.77E-06
1	100900001	101000000	622	114784	2.08E-06
1	101000001	101100000	738	2316	2.95E-06
1	101100001	101200000	846	67807	3.68E-06
1	101200001	101300000	899	35245	4.11E-06
1	101300001	101400000	859	501264	2.15E-06
1	101400001	101500000	727	859140	1.35E-06
1	101500001	101600000	536	161845	1.74E-06
1	101600001	101700000	469	12105	3.28E-06
1	101700001	101800000	475	79424	3.37E-06
1	101800001	101900000	597	28373	5.39E-06
1	101900001	102000000	679	8996	6.01E-06
1	102000001	102100000	864	5133	6.09E-06
1	102100001	102200000	924	4278	6.22E-06
1	102200001	102300000	942	651065	6.47E-06
1	102300001	102400000	975	64861	5.82E-06
1	102400001	102500000	991	14069	6.15E-06
1	102500001	102600000	1015	2963	6.91E-06
1	102600001	102700000	999	3250	9.54E-06
1	102700001	102800000	993	2043	8.01E-06
1	102800001	102900000	991	3317	9.33E-06
1	102900001	103000000	959	1598	9.26E-06
1	103000001	103100000	928	1342	7.67E-06
1	103100001	103200000	864	705	8.15E-06
1	103200001	103300000	818	312	8.24E-06
1	103300001	103400000	714	86441	7.84E-06
1	103400001	103500000	636	106463	7.45E-06
1	103500001	103600000	742	39764	7.94E-06
1	103600001	103700000	795	1731	7.41E-06
1	103700001	103800000	799	638	8.42E-06
1	103800001	103900000	838	422	NaN
1	103900001	104000000	NaN	429	5.77E-06
1	104000001	104100000	912	245898	3.99E-06
1	104100001	104200000	974	35543	6.10E-06
1	104200001	104300000	1015	13879	3.42E-06
1	104300001	104400000	1029	1630	8.57E-06
1	104400001	104500000	1038	1517	6.97E-06
1	104500001	104600000	1047	295	8.80E-06
1	104600001	104700000	1082	11297	8.97E-06
1	104700001	104800000	1115	623	9.86E-06
1	104800001	104900000	1111	1440	1.10E-05
1	104900001	105000000	1122	4990	9.07E-06
1	105000001	105100000	1170	6383	8.87E-06
1	105100001	105200000	1184	8366	8.77E-06
1	105200001	105300000	1190	3546	9.56E-06
1	105300001	105400000	1223	1103	8.37E-06
1	105400001	105500000	1246	1154	7.44E-06
1	105500001	105600000	1272	686	6.75E-06
1	105600001	105700000	1261	251	9.22E-06
1	105700001	105800000	1259	113	7.47E-06
1	105800001	105900000	1275	130	8.64E-06
1	105900001	106000000	1255	106	8.48E-06
1	106000001	106100000	1222	499	7.07E-06
1	106100001	106200000	1215	749	7.73E-06
1	106200001	106300000	1195	14360	7.60E-06
1	106300001	106400000	1102	114	8.36E-06
1	106400001	106500000	1116	157182	1.08E-05
1	106500001	106600000	NaN	105	8.36E-06
1	106600001	106700000	1127	1092	7.96E-06
1	106700001	106800000	1115	93	7.59E-06
1	106800001	106900000	1059	417	7.38E-06
1	106900001	107000000	1075	1241	5.96E-06
1	107000001	107100000	1055	393	6.08E-06
1	107100001	107200000	1009	3090	6.41E-06
1	107200001	107300000	968	68	5.18E-06
1	107300001	107400000	990	387	6.29E-06
1	107400001	107500000	941	1694	5.76E-06
1	107500001	107600000	952	96154	3.76E-06
1	107600001	107700000	921	209252	4.26E-06
1	107700001	107800000	877	19445	4.53E-06
1	107800001	107900000	776	39578	4.96E-06
1	107900001	108000000	631	37010	2.93E-06
1	108000001	108100000	551	340365	2.42E-06
1	108100001	108200000	435	216363	3.31E-06
1	108200001	108300000	432	37007	1.82E-06
1	108300001	108400000	450	13530	2.93E-06
1	108400001	108500000	538	7466	2.17E-06
1	108500001	108600000	554	5207	3.33E-06
1	108600001	108700000	517	434338	2.62E-06
1	108700001	108800000	454	298525	1.76E-06
1	108800001	108900000	440	59722	3.41E-06
1	108900001	109000000	480	45698	5.33E-06
1	109000001	109100000	367	17945	3.52E-06
1	109100001	109200000	313	442513	1.46E-06
1	109200001	109300000	225	999690	2.16E-06
1	109300001	109400000	191	393428	1.04E-06
1	109400001	109500000	236	1207251	1.34E-06
1	109500001	109600000	216	1383829	1.80E-06
1	109600001	109700000	168	734606	1.09E-06
1	109700001	109800000	215	1982130	1.69E-06
1	109800001	109900000	287	1665313	1.40E-06
1	109900001	110000000	302	1183305	1.01E-06
1	110000001	110100000	272	516289	2.22E-06
1	110100001	110200000	187	1681474	1.83E-06
1	110200001	110300000	201	661092	2.04E-06
1	110300001	110400000	190	149662	1.98E-06
1	110400001	110500000	181	288847	1.32E-06
1	110500001	110600000	216	2102122	1.28E-06
1	110600001	110700000	373	174147	2.20E-06
1	110700001	110800000	400	339815	1.62E-06
1	110800001	110900000	371	581800	1.20E-06
1	110900001	111000000	379	871671	2.05E-06
1	111000001	111100000	479	1414	2.05E-06
1	111100001	111200000	589	35052	2.36E-06
1	111200001	111300000	640	27108	2.72E-06
1	111300001	111400000	730	8424	3.99E-06
1	111400001	111500000	764	605321	2.86E-06
1	111500001	111600000	715	62064	3.60E-06
1	111600001	111700000	708	567314	2.85E-06
1	111700001	111800000	627	850969	1.77E-06
1	111800001	111900000	559	11604	2.78E-06
1	111900001	112000000	461	1244673	1.45E-06
1	112000001	112100000	348	654242	2.32E-06
1	112100001	112200000	330	101118	1.73E-06
1	112200001	112300000	394	727119	2.01E-06
1	112300001	112400000	440	310518	1.44E-06
1	112400001	112500000	569	12970	2.04E-06
1	112500001	112600000	623	16696	3.06E-06
1	112600001	112700000	636	290	3.81E-06
1	112700001	112800000	622	1926	3.76E-06
1	112800001	112900000	503	562	3.30E-06
1	112900001	113000000	364	230447	1.61E-06
1	113000001	113100000	335	478267	1.56E-06
1	113100001	113200000	355	782068	2.00E-06
1	113200001	113300000	325	3303497	1.37E-06
1	113300001	113400000	251	67117	2.64E-06
1	113400001	113500000	196	1702675	2.17E-06
1	113500001	113600000	276	340122	2.44E-06
1	113600001	113700000	338	360761	7.66E-07
1	113700001	113800000	455	7469	1.58E-06
1	113800001	113900000	448	497	2.99E-06
1	113900001	114000000	437	415008	2.26E-06
1	114000001	114100000	581	130839	2.05E-06
1	114100001	114200000	623	147568	2.49E-06
